,Date,Team,Opp,Home_Away,PA_Bat,AB_Bat,R_Bat,H_Bat,2B_Bat,3B_Bat,HR_Bat,RBI_Bat,BB_Bat,IBB_Bat,SO_Bat,HBP_Bat,SH_Bat,SF_Bat,GDP_Bat,SB_Bat,CS_Bat
0,"Apr 16, 2022",HOU,SEA,1,38,34,4,8,2,1,1,4,3,0,7,0,0,1,0,0,0
0,"Apr 16, 2022",OAK,TOR,1,37,35,7,9,3,0,2,7,2,0,7,0,0,0,1,2,0
0,"Apr 16, 2022",CIN,LAN,1,32,30,2,4,0,0,0,2,2,0,12,0,0,0,0,0,1
0,"Apr 16, 2022",SLN,MIL,1,37,34,2,8,3,0,0,2,3,0,6,0,0,0,1,0,0
0,"Apr 16, 2022",TBA,CHA,1,36,30,2,5,1,0,0,2,4,1,12,1,0,1,0,2,0
0,"Apr 16, 2022",MIN,BOS,1,33,29,0,5,1,0,0,0,4,0,10,0,0,0,2,0,1
0,"Apr 16, 2022",DET,KCR,1,36,29,1,4,2,0,0,1,7,0,10,0,0,0,2,1,0
0,"Apr 16, 2022",LAN,CIN,0,33,30,5,8,0,0,1,5,2,0,7,0,0,1,2,0,0
0,"Apr 16, 2022",SFN,CLE,1,38,33,4,5,1,0,0,3,5,0,9,0,0,0,0,2,0
0,"Apr 16, 2022",WSN,PIT,1,42,35,4,8,3,0,1,4,6,0,4,0,0,0,0,0,0
0,"Apr 16, 2022",BAL,NYA,0,37,33,2,7,0,0,1,2,3,0,7,0,1,0,0,0,0
0,"Apr 16, 2022",KCR,DET,0,33,31,3,8,0,0,1,3,2,0,6,0,0,0,0,0,0
0,"Apr 16, 2022",TOR,OAK,0,37,36,5,10,1,0,2,5,1,0,11,0,0,0,1,0,1
0,"Apr 16, 2022",COL,CHN,0,38,33,9,11,1,1,2,9,4,0,6,0,0,1,1,0,0
0,"Apr 16, 2022",BOS,MIN,0,31,29,4,6,1,0,2,4,2,0,4,0,0,0,1,0,0
0,"Apr 16, 2022",PHI,MIA,1,45,37,10,11,4,0,0,9,5,0,12,1,0,2,1,1,0
0,"Apr 16, 2022",TEX,LAA,0,33,33,2,6,1,0,0,2,0,0,8,0,0,0,0,2,0
0,"Apr 16, 2022",PIT,WSN,0,36,33,6,10,1,1,0,5,3,0,7,0,0,0,0,0,1
0,"Apr 16, 2022",CLE,SFN,0,37,33,2,8,2,1,0,2,3,0,7,0,0,1,0,1,0
0,"Apr 16, 2022",CHN,COL,1,39,37,6,13,4,1,0,6,1,0,4,0,1,0,2,0,0
0,"Apr 16, 2022",SEA,HOU,0,30,29,0,3,0,0,0,0,0,0,9,1,0,0,1,0,0
0,"Apr 16, 2022",NYA,BAL,1,43,35,5,11,3,0,1,4,5,0,7,1,1,0,0,0,1
0,"Apr 17, 2022",SDN,ATL,0,36,26,2,3,0,0,0,2,8,0,6,1,1,0,1,1,0
0,"Apr 17, 2022",CHA,TBA,0,35,29,3,3,0,0,1,2,5,0,9,1,0,0,0,3,0
0,"Apr 17, 2022",MIL,SLN,0,39,30,6,7,2,0,0,5,7,1,7,1,0,1,0,1,0
0,"Apr 17, 2022",WSN,PIT,1,40,33,3,8,1,0,0,3,6,0,5,1,0,0,1,0,0
0,"Apr 17, 2022",LAA,TEX,1,43,35,8,10,2,0,0,6,7,0,9,1,0,0,0,3,2
0,"Apr 17, 2022",MIA,PHI,0,48,37,11,13,1,2,0,11,6,1,8,4,0,1,0,0,0
0,"Apr 17, 2022",LAN,CIN,0,41,34,9,10,4,0,0,9,7,0,10,0,0,0,0,2,0
0,"Apr 17, 2022",ATL,SDN,1,32,31,1,4,2,0,1,1,0,0,10,1,0,0,0,0,0
0,"Apr 17, 2022",NYN,ARI,0,36,29,5,6,1,0,1,4,6,0,2,0,0,1,0,2,0
0,"Apr 17, 2022",HOU,SEA,1,35,27,2,4,1,0,1,2,7,0,10,1,0,0,3,0,1
0,"Apr 17, 2022",OAK,TOR,1,36,30,3,6,0,0,1,3,3,0,8,1,0,2,1,1,0
0,"Apr 17, 2022",CIN,LAN,1,34,30,1,4,2,0,0,1,3,0,15,1,0,0,0,0,0
0,"Apr 17, 2022",BOS,MIN,0,37,32,8,11,2,0,0,8,2,0,5,0,0,3,0,0,1
0,"Apr 17, 2022",SLN,MIL,1,40,32,5,5,1,0,1,5,7,0,10,1,0,0,1,1,0
0,"Apr 17, 2022",TBA,CHA,1,45,39,9,12,4,0,0,8,5,0,8,1,0,0,0,0,0
0,"Apr 17, 2022",MIN,BOS,1,33,29,1,4,0,0,0,1,3,0,10,0,0,1,1,0,0
0,"Apr 17, 2022",ARI,NYN,1,36,32,0,5,2,0,0,0,4,0,10,0,0,0,0,0,0
0,"Apr 17, 2022",SFN,CLE,1,39,37,8,11,4,0,2,7,2,0,9,0,0,0,1,2,0
0,"Apr 17, 2022",TOR,OAK,0,36,30,4,7,2,0,0,3,5,1,6,0,0,1,0,1,0
0,"Apr 17, 2022",COL,CHN,0,39,34,4,9,2,0,1,4,4,0,9,0,0,1,1,0,0
0,"Apr 17, 2022",PHI,MIA,1,38,34,3,8,1,0,2,3,2,0,7,2,0,0,1,0,0
0,"Apr 17, 2022",CLE,SFN,0,34,31,1,6,1,0,0,1,3,0,6,0,0,0,1,0,0
0,"Apr 17, 2022",TEX,LAA,0,38,33,3,7,1,0,1,3,5,0,10,0,0,0,0,0,1
0,"Apr 17, 2022",PIT,WSN,0,35,30,5,7,0,0,0,4,4,1,7,0,1,0,1,1,1
0,"Apr 17, 2022",BAL,NYA,0,37,33,5,9,1,0,0,5,4,0,16,0,0,0,0,1,0
0,"Apr 17, 2022",CHN,COL,1,44,39,6,13,4,0,2,6,5,1,7,0,0,0,2,0,0
0,"Apr 17, 2022",SEA,HOU,0,36,34,7,10,3,0,1,7,2,0,3,0,0,0,0,0,0
0,"Apr 17, 2022",NYA,BAL,1,34,30,0,4,0,0,0,0,3,0,10,0,1,0,1,0,0
0,"Apr 18, 2022",MIL,PIT,0,34,28,6,6,2,0,1,5,5,0,10,0,0,1,0,0,1
0,"Apr 18, 2022",LAA,HOU,1,36,32,3,6,2,0,1,3,2,1,12,1,1,0,0,0,0
0,"Apr 18, 2022",ATL,LAN,1,37,37,4,10,3,0,2,4,0,0,12,0,0,0,1,0,0
0,"Apr 18, 2022",SDN,CIN,0,36,29,4,7,1,0,1,4,6,0,10,0,0,1,0,0,1
0,"Apr 18, 2022",HOU,LAA,0,40,32,8,9,1,0,2,8,6,0,6,1,1,0,0,0,0
0,"Apr 18, 2022",OAK,BAL,0,34,31,5,5,1,0,0,3,3,0,4,0,0,0,0,0,0
0,"Apr 18, 2022",CIN,SDN,1,36,33,1,6,1,0,1,1,3,0,9,0,0,0,0,0,0
0,"Apr 18, 2022",TBA,CHN,1,35,31,2,6,0,0,0,2,4,0,12,0,0,0,1,2,1
0,"Apr 18, 2022",MIN,BOS,1,42,35,8,9,0,0,2,6,7,1,6,0,0,0,1,1,0
0,"Apr 18, 2022",BOS,MIN,0,40,38,3,11,3,0,1,3,2,1,12,0,0,0,0,0,0
0,"Apr 18, 2022",LAN,ATL,0,38,31,7,7,3,0,2,7,7,0,7,0,0,0,0,1,0
0,"Apr 18, 2022",BAL,OAK,1,35,32,1,7,2,1,0,1,3,0,10,0,0,0,1,0,0
0,"Apr 18, 2022",COL,PHI,0,34,30,4,9,4,0,1,3,3,0,5,0,1,0,0,0,1
0,"Apr 18, 2022",PHI,COL,1,32,30,1,5,1,0,0,1,2,0,5,0,0,0,0,0,0
0,"Apr 18, 2022",PIT,MIL,1,37,35,1,8,1,0,1,1,2,0,7,0,0,0,0,0,0
0,"Apr 18, 2022",CHN,TBA,0,32,30,4,7,0,0,2,4,1,0,12,1,0,0,1,0,0
0,"Apr 19, 2022",MIL,PIT,0,30,28,5,3,1,0,2,5,2,0,11,0,0,0,0,0,0
0,"Apr 19, 2022",WSN,ARI,0,66,55,7,11,3,0,0,7,6,1,12,1,2,1,1,0,1
0,"Apr 19, 2022",LAA,HOU,1,43,36,7,13,3,0,0,7,6,0,11,0,0,1,1,1,1
0,"Apr 19, 2022",MIA,SLN,0,36,34,1,8,1,0,1,1,2,0,10,0,0,0,0,0,0
0,"Apr 19, 2022",LAN,ATL,0,29,28,1,2,0,0,0,1,1,0,10,0,0,0,1,0,0
0,"Apr 19, 2022",ATL,LAN,1,38,37,3,12,3,0,1,3,1,0,7,0,0,0,1,2,0
0,"Apr 19, 2022",ARI,WSN,1,69,63,1,11,3,0,1,1,6,0,21,0,0,0,1,0,1
0,"Apr 19, 2022",OAK,BAL,0,35,30,2,7,1,0,0,2,5,0,7,0,0,0,2,2,0
0,"Apr 19, 2022",NYN,SFN,0,73,66,8,16,5,0,0,7,6,0,16,0,1,0,1,2,0
0,"Apr 19, 2022",HOU,LAA,0,37,33,2,6,2,0,1,2,3,0,6,0,0,0,0,0,1
0,"Apr 19, 2022",CIN,SDN,1,34,32,2,5,1,0,1,2,2,0,9,0,0,0,0,0,0
0,"Apr 19, 2022",SLN,MIA,1,38,34,5,8,3,1,0,4,3,0,6,1,0,0,2,2,0
0,"Apr 19, 2022",TBA,CHN,1,39,35,6,10,3,1,1,6,4,0,6,0,0,0,1,0,0
0,"Apr 19, 2022",MIN,KCR,1,39,35,3,9,3,1,0,3,4,0,5,0,0,0,0,0,0
0,"Apr 19, 2022",BOS,TOR,0,31,27,2,3,2,0,0,2,3,0,6,0,0,1,1,0,0
0,"Apr 19, 2022",SDN,CIN,0,34,31,6,8,3,0,1,6,2,0,8,1,0,0,0,0,0
0,"Apr 19, 2022",DET,NYA,0,39,29,2,4,0,0,0,2,8,0,11,1,0,1,1,0,0
0,"Apr 19, 2022",SFN,NYN,1,74,67,5,11,1,0,1,5,7,0,18,0,0,0,1,1,1
0,"Apr 19, 2022",KCR,MIN,0,34,31,4,9,2,0,3,4,3,0,7,0,0,0,1,0,0
0,"Apr 19, 2022",TOR,BOS,1,36,35,1,8,0,0,1,1,1,0,9,0,0,0,0,0,0
0,"Apr 19, 2022",COL,PHI,0,36,30,6,8,0,0,1,6,4,0,6,0,1,1,0,0,0
0,"Apr 19, 2022",PHI,COL,1,37,34,5,11,1,1,1,5,2,0,5,1,0,0,4,0,0
0,"Apr 19, 2022",TEX,SEA,1,34,32,2,6,2,0,0,2,1,0,5,0,0,1,0,2,0
0,"Apr 19, 2022",BAL,OAK,1,38,35,1,8,1,0,0,1,3,0,8,0,0,0,0,0,0
0,"Apr 19, 2022",CHN,TBA,0,37,32,5,5,1,1,1,4,4,0,6,1,0,0,0,0,0
0,"Apr 19, 2022",SEA,TEX,0,34,30,6,7,0,1,3,6,3,0,5,1,0,0,1,2,0
0,"Apr 19, 2022",NYA,DET,1,42,33,4,6,0,0,0,2,8,0,13,0,0,1,0,4,0
0,"Apr 19, 2022",PIT,MIL,1,31,31,2,4,0,0,2,2,0,0,12,0,0,0,0,0,0
0,"Apr 20, 2022",SDN,CIN,0,36,27,6,6,2,0,2,6,6,1,4,2,0,1,2,2,0
0,"Apr 20, 2022",CHA,CLE,1,66,60,2,8,2,0,0,2,5,0,19,1,0,0,0,0,0
0,"Apr 20, 2022",MIL,PIT,0,34,32,4,8,2,0,2,4,1,0,7,1,0,0,0,0,0
0,"Apr 20, 2022",LAA,HOU,1,40,32,6,6,2,0,0,5,6,0,10,2,0,0,1,1,1
0,"Apr 20, 2022",MIA,SLN,0,35,32,0,5,0,0,0,0,2,0,11,1,0,0,0,1,0
0,"Apr 20, 2022",LAN,ATL,0,37,32,5,8,1,1,2,5,5,0,8,0,0,0,0,0,0
0,"Apr 20, 2022",ATL,LAN,1,31,27,1,3,2,0,0,1,4,0,6,0,0,0,3,0,0
0,"Apr 20, 2022",ARI,WSN,1,42,35,11,10,2,0,1,10,4,0,4,0,0,3,1,1,0
0,"Apr 20, 2022",NYN,SFN,0,39,35,2,9,1,0,0,2,4,0,11,0,0,0,0,0,1
0,"Apr 20, 2022",HOU,LAA,0,29,28,0,1,0,0,0,0,1,0,15,0,0,0,0,0,0
0,"Apr 20, 2022",OAK,BAL,0,35,33,0,7,1,0,0,0,1,0,11,1,0,0,0,0,0
0,"Apr 20, 2022",CIN,SDN,1,33,31,0,5,0,0,0,0,2,0,13,0,0,0,0,0,0
0,"Apr 20, 2022",SLN,MIA,1,33,31,2,5,0,0,1,2,2,0,8,0,0,0,1,2,0
0,"Apr 20, 2022",CLE,CHA,0,73,67,13,17,3,0,1,13,6,0,16,0,0,0,1,0,0
0,"Apr 20, 2022",TBA,CHN,1,30,28,8,9,5,1,1,7,2,0,10,0,0,0,0,2,0
0,"Apr 20, 2022",MIN,KCR,1,32,29,0,5,0,0,0,0,2,0,6,1,0,0,3,0,0
0,"Apr 20, 2022",BOS,TOR,0,39,37,1,10,3,0,0,1,1,0,9,1,0,0,0,0,0
0,"Apr 20, 2022",DET,NYA,0,38,35,3,11,2,0,0,3,3,0,8,0,0,0,1,0,1
0,"Apr 20, 2022",SFN,NYN,1,37,34,5,8,1,0,1,5,3,0,10,0,0,0,0,1,0
0,"Apr 20, 2022",WSN,ARI,0,37,36,2,9,4,0,0,2,1,0,11,0,0,0,0,0,0
0,"Apr 20, 2022",BAL,OAK,1,34,31,1,5,2,0,0,0,1,0,7,2,0,0,1,0,1
0,"Apr 20, 2022",KCR,MIN,0,29,29,2,6,1,0,0,1,0,0,8,0,0,0,1,0,0
0,"Apr 20, 2022",TOR,BOS,1,42,34,6,9,0,0,1,6,5,0,11,1,0,2,1,2,0
0,"Apr 20, 2022",COL,PHI,0,41,37,6,11,4,0,0,6,2,0,9,1,0,1,1,0,0
0,"Apr 20, 2022",PHI,COL,1,44,38,9,12,1,0,4,9,4,0,7,1,0,1,1,0,0
0,"Apr 20, 2022",TEX,SEA,1,34,33,2,8,1,0,0,2,0,0,6,0,0,1,1,0,1
0,"Apr 20, 2022",PIT,MIL,1,35,31,2,5,0,0,0,2,4,0,13,0,0,0,0,0,0
0,"Apr 20, 2022",SEA,TEX,0,37,30,4,9,3,0,0,3,6,0,7,0,0,1,1,1,0
0,"Apr 20, 2022",NYA,DET,1,36,33,5,6,3,0,1,5,2,0,7,0,1,0,0,1,1
0,"Apr 20, 2022",CHN,TBA,0,23,20,2,4,1,0,0,2,3,0,6,0,0,0,0,0,0
0,"Apr 21, 2022",CHA,CLE,1,34,32,3,8,2,0,0,1,1,0,6,0,0,1,1,0,1
0,"Apr 21, 2022",MIA,SLN,0,34,30,5,7,1,0,2,4,4,0,5,0,0,0,2,1,0
0,"Apr 21, 2022",ARI,WSN,1,39,35,4,9,1,0,3,4,2,0,8,2,0,0,0,0,1
0,"Apr 21, 2022",OAK,BAL,0,35,35,6,11,4,0,2,6,0,0,7,0,0,0,0,0,0
0,"Apr 21, 2022",NYN,SFN,0,39,34,6,12,1,0,2,6,4,0,6,0,0,1,0,0,1
0,"Apr 21, 2022",SLN,MIA,1,32,32,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0
0,"Apr 21, 2022",MIN,KCR,1,34,31,1,8,0,0,0,1,2,0,5,0,0,1,2,0,0
0,"Apr 21, 2022",BOS,TOR,0,33,32,2,8,1,0,0,2,1,0,8,0,0,0,2,0,0
0,"Apr 21, 2022",WSN,ARI,0,38,32,3,6,1,0,1,3,4,1,8,1,0,0,1,0,0
0,"Apr 21, 2022",SFN,NYN,1,32,31,2,4,0,0,1,2,0,0,9,1,0,0,1,0,0
0,"Apr 21, 2022",BAL,OAK,1,34,31,4,7,2,0,0,4,1,0,9,1,0,1,1,0,1
0,"Apr 21, 2022",KCR,MIN,0,30,28,0,3,1,1,0,0,2,0,8,0,0,0,0,0,1
0,"Apr 21, 2022",TOR,BOS,1,37,34,3,9,2,0,0,3,2,0,8,0,0,1,0,1,0
0,"Apr 21, 2022",DET,NYA,0,33,29,3,7,3,0,0,3,4,1,5,0,0,0,1,0,1
0,"Apr 21, 2022",TEX,SEA,1,43,39,8,10,5,0,1,8,3,0,11,0,0,1,0,0,0
0,"Apr 21, 2022",PIT,CHN,1,40,34,4,9,2,1,1,4,6,0,12,0,0,0,2,0,0
0,"Apr 21, 2022",CLE,CHA,0,40,35,6,13,3,0,1,6,2,0,4,0,1,2,1,1,0
0,"Apr 21, 2022",CHN,PIT,0,35,29,3,4,0,0,0,3,5,0,12,0,0,1,1,1,0
0,"Apr 21, 2022",SEA,TEX,0,45,34,6,8,1,0,2,6,10,0,12,1,0,0,1,0,0
0,"Apr 21, 2022",NYA,DET,1,34,33,0,7,1,0,0,0,1,0,4,0,0,0,1,0,0
0,"Apr 22, 2022",CHA,MIN,1,36,33,1,6,2,0,1,1,3,0,11,0,0,0,0,0,0
0,"Apr 22, 2022",MIL,PHI,1,37,30,2,5,1,0,0,2,5,0,11,0,0,2,0,1,0
0,"Apr 22, 2022",LAA,BAL,0,32,30,3,8,0,0,1,3,1,0,9,0,0,1,4,0,0
0,"Apr 22, 2022",MIA,ATL,1,36,32,0,5,0,0,0,0,3,0,16,1,0,0,0,0,0
0,"Apr 22, 2022",ARI,NYN,0,40,36,5,8,3,0,2,5,3,0,11,0,0,1,0,0,0
0,"Apr 22, 2022",ATL,MIA,0,33,30,3,6,3,0,0,3,3,0,6,0,0,0,1,0,0
0,"Apr 22, 2022",SDN,LAN,0,35,32,1,4,1,0,0,1,3,0,10,0,0,0,0,0,0
0,"Apr 22, 2022",PIT,CHN,1,35,33,4,8,0,0,2,4,2,0,8,0,0,0,2,2,1
0,"Apr 22, 2022",OAK,TEX,0,32,29,1,2,2,0,0,1,3,0,10,0,0,0,0,1,0
0,"Apr 22, 2022",NYN,ARI,1,40,38,6,9,1,0,1,6,1,0,7,0,0,1,0,0,0
0,"Apr 22, 2022",HOU,TOR,0,36,34,3,7,1,0,0,3,2,0,10,0,0,0,0,0,0
0,"Apr 22, 2022",CIN,SLN,0,38,34,2,9,1,0,0,2,3,0,10,1,0,0,2,0,0
0,"Apr 22, 2022",SLN,CIN,1,43,36,4,10,0,0,0,3,6,0,7,1,0,0,1,0,0
0,"Apr 22, 2022",TBA,BOS,0,38,33,3,6,0,0,2,3,5,0,7,0,0,0,0,0,0
0,"Apr 22, 2022",MIN,CHA,0,30,27,2,5,2,0,0,1,3,0,9,0,0,0,1,0,1
0,"Apr 22, 2022",SFN,WSN,1,42,37,7,12,2,0,1,6,5,0,9,0,0,0,0,0,0
0,"Apr 22, 2022",WSN,SFN,0,31,30,1,6,2,0,1,1,1,0,6,0,0,0,2,0,0
0,"Apr 22, 2022",LAN,SDN,1,40,32,6,8,0,0,3,6,7,0,6,0,0,1,1,2,0
0,"Apr 22, 2022",KCR,SEA,1,33,32,1,8,1,0,1,1,1,0,6,0,0,0,3,0,0
0,"Apr 22, 2022",TOR,HOU,1,34,33,4,7,1,0,2,4,1,0,7,0,0,0,0,1,1
0,"Apr 22, 2022",BOS,TBA,1,37,36,4,11,1,0,1,4,1,0,7,0,0,0,2,1,0
0,"Apr 22, 2022",PHI,MIL,0,37,34,4,10,1,0,0,4,3,0,11,0,0,0,0,0,0
0,"Apr 22, 2022",CLE,NYA,1,35,35,1,9,3,0,1,1,0,0,15,0,0,0,0,0,0
0,"Apr 22, 2022",TEX,OAK,1,40,34,8,9,1,0,2,6,5,0,9,0,0,1,0,0,1
0,"Apr 22, 2022",BAL,LAA,1,36,35,5,8,1,0,0,5,1,0,7,0,0,0,0,2,0
0,"Apr 22, 2022",CHN,PIT,0,37,33,2,7,1,0,0,2,4,0,10,0,0,0,1,0,0
0,"Apr 22, 2022",SEA,KCR,0,35,33,4,8,1,1,0,4,2,0,9,0,0,0,0,0,0
0,"Apr 22, 2022",NYA,CLE,0,35,31,4,7,0,0,2,4,4,0,9,0,0,0,0,0,0
0,"Apr 23, 2022",SDN,LAN,0,37,30,3,5,1,0,1,3,4,0,9,0,1,2,1,1,0
0,"Apr 23, 2022",CHA,MIN,1,36,34,2,7,2,0,1,2,2,0,11,0,0,0,0,0,0
0,"Apr 23, 2022",MIL,PHI,1,36,35,5,9,1,0,1,4,1,0,9,0,0,0,0,2,1
0,"Apr 23, 2022",WSN,SFN,0,35,33,2,7,1,0,1,2,1,0,9,0,1,0,1,0,0
0,"Apr 23, 2022",MIA,ATL,1,48,40,9,14,2,0,1,9,7,1,11,0,0,1,1,4,0
0,"Apr 23, 2022",ATL,MIA,0,39,35,7,9,2,1,3,7,1,0,10,2,0,1,0,1,0
0,"Apr 23, 2022",ARI,NYN,0,38,34,5,11,2,1,0,5,3,0,7,0,0,1,0,1,0
0,"Apr 23, 2022",PIT,CHN,1,30,30,0,3,1,0,0,0,0,0,5,0,0,0,0,0,0
0,"Apr 23, 2022",OAK,TEX,0,32,30,0,3,2,0,0,0,2,0,8,0,0,0,0,0,0
0,"Apr 23, 2022",NYN,ARI,1,35,32,2,7,1,1,0,2,3,0,10,0,0,0,1,0,0
0,"Apr 23, 2022",HOU,TOR,0,35,34,2,8,0,0,1,2,1,0,10,0,0,0,0,0,0
0,"Apr 23, 2022",SLN,CIN,1,42,36,5,10,2,0,0,5,5,0,9,1,0,0,1,4,0
0,"Apr 23, 2022",TBA,BOS,0,34,32,3,3,1,0,1,2,2,0,14,0,0,0,1,1,0
0,"Apr 23, 2022",MIN,CHA,0,43,38,9,14,2,0,2,9,4,0,11,1,0,0,0,0,0
0,"Apr 23, 2022",DET,COL,0,81,75,15,26,1,1,1,15,6,0,18,0,0,0,1,1,0
0,"Apr 23, 2022",LAN,SDN,1,37,33,2,5,1,0,0,2,3,0,12,1,0,0,1,0,0
0,"Apr 23, 2022",SFN,WSN,1,38,34,5,10,1,0,0,5,2,0,5,1,0,1,1,1,1
0,"Apr 23, 2022",BAL,LAA,1,42,33,5,6,1,0,0,5,5,0,8,2,0,2,0,4,0
0,"Apr 23, 2022",KCR,SEA,1,43,37,7,10,3,0,1,6,5,0,9,1,0,0,0,1,0
0,"Apr 23, 2022",TOR,HOU,1,35,32,3,8,0,0,2,3,2,0,4,0,0,1,2,0,0
0,"Apr 23, 2022",COL,DET,1,67,62,3,10,0,0,2,3,5,0,21,0,0,0,2,0,0
0,"Apr 23, 2022",BOS,TBA,1,38,32,2,2,0,1,0,2,5,0,6,0,0,1,0,1,0
0,"Apr 23, 2022",PHI,MIL,0,33,31,3,7,2,1,0,3,1,0,7,0,0,1,2,1,0
0,"Apr 23, 2022",TEX,OAK,1,32,30,2,5,0,0,0,2,1,0,9,1,0,0,1,1,1
0,"Apr 23, 2022",CLE,NYA,1,32,30,4,4,0,0,2,4,2,0,9,0,0,0,1,0,0
0,"Apr 23, 2022",CHN,PIT,0,53,48,21,23,4,0,1,19,4,0,3,1,0,0,1,2,0
0,"Apr 23, 2022",SEA,KCR,0,48,40,13,16,6,0,2,13,8,0,10,0,0,0,0,2,0
0,"Apr 23, 2022",NYA,CLE,0,36,31,5,9,1,0,1,5,4,0,6,0,0,1,1,1,1
0,"Apr 23, 2022",CIN,SLN,0,31,26,0,3,1,0,0,0,4,0,6,1,0,0,2,0,1
0,"Apr 23, 2022",LAA,BAL,0,39,34,4,6,1,0,3,4,5,0,7,0,0,0,0,1,0
0,"Apr 24, 2022",SDN,LAN,0,35,33,2,8,1,1,0,2,1,0,6,1,0,0,2,0,0
0,"Apr 24, 2022",CHA,MIN,1,40,37,4,9,0,0,2,4,3,0,7,0,0,0,2,1,0
0,"Apr 24, 2022",MIL,PHI,1,30,28,1,3,1,0,0,1,1,0,10,0,0,1,0,0,0
0,"Apr 24, 2022",WSN,SFN,0,35,33,3,7,2,0,1,3,1,0,7,1,0,0,1,1,0
0,"Apr 24, 2022",LAA,BAL,0,40,29,7,7,0,0,1,7,9,0,3,2,0,0,1,0,1
0,"Apr 24, 2022",MIA,ATL,1,44,36,5,11,6,1,0,5,7,0,12,0,0,1,1,1,0
0,"Apr 24, 2022",ARI,NYN,0,34,33,2,6,2,0,1,2,1,0,9,0,0,0,0,0,0
0,"Apr 24, 2022",LAN,SDN,1,42,35,10,8,0,0,3,10,4,0,10,1,0,2,0,0,0
0,"Apr 24, 2022",ATL,MIA,0,42,33,4,7,4,0,1,4,8,0,14,0,0,1,1,0,0
0,"Apr 24, 2022",OAK,TEX,0,33,27,2,5,1,0,1,2,6,1,9,0,0,0,1,0,1
0,"Apr 24, 2022",NYN,ARI,1,41,37,6,10,2,0,1,4,2,0,6,2,0,0,1,1,0
0,"Apr 24, 2022",HOU,TOR,0,44,38,8,11,5,0,2,7,5,0,10,0,1,0,1,0,0
0,"Apr 24, 2022",SLN,CIN,1,35,34,1,7,3,0,0,1,1,0,10,0,0,0,0,1,0
0,"Apr 24, 2022",TBA,BOS,0,37,30,5,9,2,0,1,4,4,0,3,3,0,0,0,0,1
0,"Apr 24, 2022",MIN,CHA,0,46,36,6,9,0,0,2,6,9,0,14,0,0,1,0,0,0
0,"Apr 24, 2022",BOS,TBA,1,34,33,2,6,2,0,0,2,1,0,9,0,0,0,0,0,0
0,"Apr 24, 2022",DET,COL,0,36,33,2,7,1,0,0,2,3,0,6,0,0,0,1,0,0
0,"Apr 24, 2022",SFN,WSN,1,48,40,12,15,2,1,2,12,4,0,7,2,0,2,0,0,0
0,"Apr 24, 2022",KCR,SEA,1,47,43,4,9,3,0,1,4,4,0,13,0,0,0,1,2,0
0,"Apr 24, 2022",TOR,HOU,1,43,39,7,10,3,0,2,7,3,0,11,0,0,1,0,0,0
0,"Apr 24, 2022",COL,DET,1,39,37,6,11,3,0,1,6,2,0,5,0,0,0,0,1,1
0,"Apr 24, 2022",PHI,MIL,0,34,32,0,5,2,0,0,0,2,0,16,0,0,0,0,0,0
0,"Apr 24, 2022",CLE,NYA,1,35,32,2,6,0,1,0,2,3,0,10,0,0,0,1,0,0
0,"Apr 24, 2022",TEX,OAK,1,34,32,0,4,1,0,0,0,2,0,7,0,0,0,0,0,0
0,"Apr 24, 2022",PIT,CHN,1,40,32,4,6,2,0,0,3,7,0,9,0,0,1,1,2,0
0,"Apr 24, 2022",BAL,LAA,1,40,34,6,9,3,0,2,6,5,0,12,1,0,0,1,2,0
0,"Apr 24, 2022",CHN,PIT,0,41,37,3,10,4,0,1,2,4,2,11,0,0,0,2,0,0
0,"Apr 24, 2022",SEA,KCR,0,48,41,5,10,2,0,1,5,6,2,10,0,0,1,1,1,0
0,"Apr 24, 2022",NYA,CLE,0,40,35,10,13,5,0,3,10,3,0,9,1,0,1,1,1,0
0,"Apr 24, 2022",CIN,SLN,0,32,27,4,8,2,0,0,4,4,0,5,0,0,1,2,0,1
0,"Apr 25, 2022",MIL,SFN,0,33,32,2,5,0,0,1,2,1,0,9,0,0,0,0,0,0
0,"Apr 25, 2022",LAA,CLE,0,33,30,3,8,0,1,2,3,2,0,7,0,1,0,1,0,0
0,"Apr 25, 2022",ARI,LAN,0,31,30,0,3,0,0,0,0,0,0,10,1,0,0,0,0,0
0,"Apr 25, 2022",NYN,SLN,1,38,36,5,9,2,0,1,4,1,0,7,1,0,0,0,0,0
0,"Apr 25, 2022",HOU,TEX,1,38,35,2,8,1,0,1,2,3,0,9,0,0,0,0,2,0
0,"Apr 25, 2022",SLN,NYN,0,36,33,2,5,0,0,0,2,3,0,13,0,0,0,0,0,0
0,"Apr 25, 2022",BOS,TOR,1,34,31,2,7,2,0,0,2,1,0,5,0,1,1,1,0,0
0,"Apr 25, 2022",LAN,ARI,1,38,35,4,9,4,0,1,4,3,0,7,0,0,0,0,1,0
0,"Apr 25, 2022",SFN,MIL,1,36,31,4,6,2,0,2,4,4,1,14,1,0,0,1,0,1
0,"Apr 25, 2022",TOR,BOS,0,32,32,6,10,1,0,3,6,0,0,6,0,0,0,2,0,0
0,"Apr 25, 2022",COL,PHI,1,32,29,2,5,1,0,2,2,2,0,5,1,0,0,3,0,0
