,Date,Team,IP_Pitch,H_Pitch,R_Pitch,ER_Pitch,BB_Pitch,SO_Pitch,HR_Pitch,HBP_Pitch,AB_Pitch,2B_Pitch,3B_Pitch,IBB_Pitch,SB_Pitch,CS_Pitch,PO_Pitch,BF_Pitch,GB/FB_Pitch,PA_Bat,AB_Bat,R_Bat,H_Bat,2B_Bat,3B_Bat,HR_Bat,RBI_Bat,BB_Bat,IBB_Bat,SO_Bat,HBP_Bat,SH_Bat,SF_Bat,GDP_Bat,SB_Bat,CS_Bat,Games
0,2022-09-01,BOS,123.0,143.0,92.0,86.0,49.0,124.0,18.0,6.0,497.0,34.0,3.0,0.0,4.0,1.0,2.0,557.0,29.740000000000006,560,514,68,155,31,2,12,66,35,4,134,5,0,5,14,6,2,14
0,2022-09-01,SEA,109.0,92.0,36.0,33.0,22.0,104.0,4.0,6.0,399.0,18.0,4.0,2.0,5.0,4.0,2.0,438.0,20.590000000000003,446,395,59,89,13,3,21,58,39,1,94,4,2,6,9,8,1,12
0,2022-09-01,TEX,116.0,114.0,62.0,56.0,43.0,104.0,13.0,5.0,450.0,23.0,3.0,0.0,1.0,4.0,0.0,504.0,25.1,494,447,70,118,15,3,20,69,39,1,107,5,0,3,11,13,1,13
0,2022-09-01,OAK,127.0,121.0,68.0,62.0,52.0,96.0,12.0,8.0,484.0,26.0,4.0,3.0,11.0,5.0,3.0,551.0,23.059999999999995,518,458,51,100,23,1,10,49,40,1,116,9,6,4,10,2,1,14
0,2022-09-01,COL,114.67,111.0,74.0,69.0,48.0,104.0,15.0,6.0,445.0,29.0,4.0,0.0,11.0,2.0,0.0,502.0,24.44,474,448,44,111,15,1,10,43,18,1,104,5,1,2,9,3,3,13
0,2022-09-01,NYN,122.0,109.0,48.0,47.0,35.0,124.0,8.0,8.0,461.0,19.0,2.0,2.0,10.0,4.0,3.0,512.0,23.029999999999998,526,471,59,119,26,2,16,54,41,1,102,10,2,1,9,8,3,13
0,2022-09-01,LAN,125.0,82.0,37.0,31.0,35.0,133.0,14.0,8.0,451.0,17.0,1.0,0.0,8.0,3.0,2.0,496.0,25.27,549,487,73,131,30,3,15,71,54,2,121,5,0,3,11,9,1,14
0,2022-09-01,CHA,114.67,107.0,78.0,73.0,41.0,101.0,18.0,9.0,436.0,19.0,2.0,1.0,9.0,2.0,1.0,492.0,24.18,505,447,46,116,20,0,10,41,49,0,97,7,0,2,18,1,1,13
0,2022-09-01,WSN,105.0,81.0,42.0,41.0,41.0,104.0,15.0,7.0,386.0,16.0,1.0,0.0,6.0,2.0,2.0,435.0,22.029999999999998,426,397,37,92,17,0,12,36,17,0,93,9,1,2,6,9,5,12
0,2022-09-01,MIL,125.67,107.0,64.0,57.0,51.0,130.0,17.0,5.0,467.0,22.0,2.0,2.0,7.0,3.0,2.0,530.0,23.52,536,469,68,109,15,0,24,67,57,2,131,6,2,2,9,7,3,14
0,2022-09-01,ATL,117.33,100.0,47.0,40.0,29.0,120.0,17.0,5.0,445.0,17.0,1.0,0.0,9.0,0.0,0.0,483.0,24.259999999999994,493,444,71,115,26,1,12,69,42,1,126,4,0,3,9,8,3,13
0,2022-09-01,ARI,115.0,125.0,74.0,72.0,44.0,102.0,14.0,4.0,447.0,24.0,4.0,0.0,5.0,3.0,1.0,502.0,25.1,508,437,77,112,28,1,10,70,49,0,94,7,6,6,6,7,3,13
0,2022-09-01,DET,97.0,90.0,47.0,46.0,32.0,89.0,16.0,5.0,370.0,12.0,2.0,1.0,4.0,0.0,0.0,410.0,21.729999999999997,411,369,51,94,22,4,6,48,30,0,94,5,1,6,6,5,1,11
0,2022-09-01,BAL,116.0,116.0,46.0,40.0,27.0,79.0,10.0,6.0,449.0,25.0,0.0,0.0,1.0,0.0,1.0,485.0,24.369999999999997,466,421,49,91,16,2,14,48,38,0,118,4,0,3,5,7,3,13
0,2022-09-01,CLE,98.0,57.0,27.0,24.0,29.0,107.0,9.0,3.0,340.0,9.0,0.0,1.0,4.0,1.0,0.0,378.0,17.270000000000003,400,366,35,82,16,1,8,34,25,3,79,4,0,5,5,4,2,11
0,2022-09-02,LAA,113.33,90.0,48.0,36.0,50.0,99.0,11.0,3.0,419.0,23.0,3.0,3.0,5.0,1.0,0.0,477.0,19.739999999999995,477,445,45,101,10,3,20,43,26,0,126,3,1,1,8,3,1,13
0,2022-09-02,CHA,114.67,110.0,76.0,71.0,40.0,106.0,18.0,9.0,442.0,19.0,2.0,1.0,7.0,2.0,1.0,496.0,23.75,507,450,51,119,20,0,12,47,48,0,100,7,0,2,15,1,1,13
0,2022-09-02,HOU,107.0,87.0,39.0,36.0,41.0,124.0,11.0,1.0,393.0,17.0,2.0,1.0,9.0,3.0,0.0,439.0,21.99,456,408,60,111,23,0,12,59,37,0,106,5,0,4,14,5,1,12
0,2022-09-02,SDN,106.67,106.0,56.0,48.0,30.0,106.0,14.0,10.0,420.0,11.0,0.0,0.0,12.0,1.0,3.0,464.0,22.52,461,405,48,98,17,0,13,48,46,0,97,5,2,2,7,3,2,12
0,2022-09-02,LAN,124.0,84.0,41.0,35.0,35.0,131.0,14.0,8.0,450.0,20.0,1.0,0.0,9.0,3.0,2.0,496.0,25.619999999999997,553,487,74,131,30,3,13,72,56,2,123,6,0,4,10,9,0,14
0,2022-09-02,CLE,98.0,59.0,26.0,23.0,26.0,112.0,11.0,3.0,343.0,9.0,0.0,1.0,4.0,1.0,0.0,377.0,15.500000000000002,390,359,27,73,11,1,8,27,25,2,78,1,0,5,6,4,2,11
0,2022-09-02,ATL,117.33,88.0,38.0,31.0,27.0,130.0,13.0,5.0,434.0,14.0,1.0,0.0,7.0,0.0,0.0,470.0,22.44,486,442,67,113,26,1,13,65,39,1,127,3,0,2,8,6,2,13
0,2022-09-02,MIL,124.67,111.0,67.0,60.0,50.0,127.0,16.0,6.0,471.0,24.0,2.0,2.0,7.0,2.0,2.0,534.0,23.349999999999998,532,469,67,109,15,0,24,66,53,2,132,6,2,2,9,6,3,14
0,2022-09-02,ARI,115.0,121.0,72.0,70.0,41.0,104.0,12.0,4.0,443.0,23.0,4.0,0.0,5.0,3.0,0.0,495.0,23.34,508,438,79,116,28,1,11,72,49,0,84,7,6,6,7,6,3,13
0,2022-09-02,TOR,120.0,122.0,54.0,50.0,32.0,142.0,15.0,7.0,468.0,19.0,3.0,4.0,8.0,3.0,0.0,510.0,24.099999999999998,512,456,56,108,26,3,11,56,50,2,91,4,0,2,8,4,2,13
0,2022-09-02,SLN,136.0,122.0,58.0,51.0,40.0,94.0,8.0,3.0,509.0,22.0,0.0,4.0,3.0,2.0,1.0,558.0,25.459999999999997,620,548,98,158,28,4,28,93,56,0,113,12,1,3,11,7,3,14
0,2022-09-02,KCR,113.0,137.0,73.0,72.0,48.0,93.0,19.0,3.0,452.0,23.0,1.0,0.0,3.0,3.0,3.0,509.0,31.37,490,431,57,99,17,3,12,56,37,0,118,10,4,7,7,10,1,13
0,2022-09-02,NYN,122.0,108.0,44.0,43.0,36.0,121.0,7.0,8.0,460.0,20.0,2.0,2.0,9.0,3.0,3.0,512.0,22.51,517,459,55,111,25,2,12,50,43,1,104,10,2,2,9,8,3,13
0,2022-09-02,MIN,116.0,109.0,47.0,45.0,33.0,110.0,9.0,8.0,433.0,24.0,0.0,0.0,7.0,2.0,1.0,480.0,24.33,477,419,53,93,22,3,11,50,48,1,111,4,1,5,8,2,2,13
0,2022-09-02,COL,114.67,107.0,72.0,67.0,43.0,112.0,17.0,5.0,443.0,24.0,4.0,0.0,11.0,2.0,0.0,494.0,25.990000000000002,470,446,43,106,15,1,10,42,17,1,109,4,1,2,7,3,3,13
0,2022-09-02,CIN,115.67,113.0,60.0,57.0,40.0,96.0,16.0,9.0,443.0,20.0,2.0,1.0,10.0,3.0,0.0,496.0,28.69,511,467,62,121,16,3,16,59,33,3,109,6,3,1,13,3,3,13
0,2022-09-02,BAL,117.0,110.0,40.0,34.0,28.0,84.0,10.0,5.0,446.0,22.0,0.0,0.0,1.0,0.0,1.0,482.0,24.36,470,424,51,94,16,2,17,50,39,0,121,4,0,3,5,9,3,13
0,2022-09-02,TEX,115.33,118.0,64.0,58.0,47.0,108.0,11.0,4.0,451.0,25.0,3.0,1.0,1.0,4.0,0.0,508.0,25.040000000000003,504,454,76,125,14,3,21,75,41,1,107,5,0,4,10,14,1,13
0,2022-09-02,OAK,128.67,126.0,73.0,66.0,53.0,104.0,13.0,9.0,492.0,25.0,5.0,3.0,13.0,5.0,3.0,561.0,22.9,522,460,49,102,23,2,8,47,41,1,121,9,7,4,12,2,1,14
0,2022-09-02,NYA,115.67,95.0,48.0,43.0,25.0,102.0,14.0,8.0,427.0,17.0,0.0,0.0,2.0,3.0,0.0,467.0,23.16,482,429,47,95,14,1,10,41,40,5,106,5,4,3,7,5,3,13
0,2022-09-02,DET,98.0,89.0,46.0,45.0,33.0,87.0,18.0,2.0,371.0,9.0,2.0,0.0,4.0,0.0,0.0,409.0,19.57,407,369,47,93,22,4,5,44,27,0,97,5,1,5,6,3,1,11
0,2022-09-02,WSN,106.0,87.0,44.0,42.0,43.0,105.0,15.0,8.0,392.0,15.0,2.0,0.0,5.0,2.0,2.0,445.0,24.94,440,405,42,97,14,1,13,41,23,0,100,9,1,2,6,11,4,12
0,2022-09-02,MIA,108.33,116.0,56.0,49.0,37.0,105.0,12.0,3.0,427.0,24.0,2.0,2.0,8.0,0.0,1.0,471.0,18.34,435,398,28,70,19,1,8,28,33,0,111,4,0,0,3,8,3,12
0,2022-09-02,PHI,124.0,126.0,74.0,65.0,43.0,125.0,13.0,6.0,482.0,31.0,6.0,1.0,4.0,5.0,1.0,539.0,22.889999999999997,543,486,80,140,28,5,11,74,43,2,108,8,1,4,8,8,5,13
0,2022-09-02,BOS,123.0,150.0,97.0,91.0,56.0,120.0,18.0,6.0,503.0,34.0,3.0,0.0,6.0,1.0,2.0,571.0,31.340000000000003,559,513,69,156,31,2,13,67,35,4,140,5,0,5,14,6,2,14
0,2022-09-02,TBA,118.0,99.0,37.0,32.0,27.0,129.0,12.0,3.0,442.0,16.0,2.0,0.0,2.0,2.0,0.0,479.0,25.790000000000003,503,452,72,126,31,2,14,67,42,2,101,5,0,4,12,9,1,13
0,2022-09-02,CHN,136.33,133.0,76.0,70.0,59.0,106.0,26.0,8.0,526.0,20.0,4.0,2.0,4.0,4.0,0.0,597.0,27.85,547,503,59,110,23,2,16,56,37,3,122,2,1,4,6,10,5,14
0,2022-09-02,PIT,113.0,115.0,75.0,64.0,46.0,111.0,13.0,6.0,448.0,15.0,1.0,4.0,7.0,1.0,0.0,505.0,24.25,464,423,42,95,14,3,13,41,30,2,114,4,5,2,6,6,3,13
0,2022-09-02,SFN,106.67,114.0,66.0,52.0,39.0,90.0,12.0,3.0,416.0,26.0,0.0,2.0,5.0,2.0,1.0,465.0,27.14,450,400,37,79,16,1,7,37,37,0,116,8,2,3,9,4,2,12
0,2022-09-02,SEA,109.0,86.0,29.0,26.0,21.0,104.0,3.0,5.0,394.0,17.0,3.0,2.0,4.0,4.0,2.0,430.0,21.080000000000002,443,395,55,89,14,3,19,54,38,1,95,2,2,6,10,7,1,12
0,2022-09-03,LAA,122.33,97.0,52.0,40.0,54.0,108.0,11.0,3.0,452.0,26.0,3.0,3.0,6.0,1.0,0.0,515.0,21.5,516,478,47,108,11,3,20,45,31,0,139,3,1,2,8,3,1,14
0,2022-09-03,MIN,124.67,120.0,51.0,49.0,34.0,116.0,10.0,10.0,469.0,25.0,0.0,0.0,7.0,2.0,1.0,519.0,26.669999999999995,515,452,56,101,24,3,11,53,52,1,117,5,1,5,9,2,3,14
0,2022-09-03,MIA,116.33,127.0,64.0,57.0,40.0,113.0,17.0,4.0,461.0,25.0,2.0,2.0,9.0,1.0,1.0,509.0,20.21,469,429,29,75,20,1,9,29,36,0,122,4,0,0,4,8,3,13
0,2022-09-03,OAK,128.67,125.0,68.0,61.0,51.0,106.0,11.0,7.0,493.0,29.0,4.0,3.0,12.0,4.0,3.0,557.0,23.87,518,459,48,103,21,2,7,47,38,1,120,9,7,4,13,2,1,14
0,2022-09-03,NYN,123.0,112.0,44.0,43.0,38.0,120.0,7.0,8.0,468.0,20.0,3.0,2.0,9.0,3.0,4.0,522.0,23.519999999999996,520,456,60,115,26,3,13,55,47,2,97,10,2,4,9,7,3,13
0,2022-09-03,SLN,136.0,125.0,58.0,51.0,41.0,96.0,8.0,3.0,513.0,22.0,0.0,4.0,4.0,1.0,1.0,563.0,25.02,615,542,93,152,26,4,28,88,57,0,113,12,1,3,11,7,3,14
0,2022-09-03,TOR,120.0,120.0,52.0,49.0,31.0,138.0,15.0,6.0,465.0,18.0,3.0,4.0,8.0,3.0,0.0,505.0,23.03,511,451,51,104,25,3,11,51,54,2,93,5,0,1,7,5,3,13
0,2022-09-03,DET,107.0,97.0,50.0,48.0,34.0,95.0,19.0,3.0,405.0,9.0,2.0,0.0,4.0,0.0,0.0,445.0,20.68,444,399,52,101,22,4,7,49,31,0,104,7,1,6,7,3,1,12
0,2022-09-03,WSN,104.0,94.0,50.0,48.0,40.0,99.0,16.0,8.0,393.0,18.0,3.0,1.0,5.0,2.0,2.0,445.0,22.36,445,411,42,101,16,2,12,40,24,0,105,8,1,1,6,10,4,12
0,2022-09-03,SEA,118.0,95.0,30.0,27.0,22.0,109.0,3.0,6.0,428.0,18.0,3.0,2.0,4.0,4.0,2.0,466.0,22.620000000000005,483,430,61,96,17,3,21,60,43,1,102,2,2,6,10,7,1,13
0,2022-09-03,BAL,117.0,108.0,39.0,33.0,29.0,90.0,7.0,5.0,442.0,22.0,0.0,0.0,0.0,0.0,0.0,479.0,25.43,469,423,54,97,19,1,17,53,39,1,120,4,1,2,6,9,3,13
0,2022-09-03,HOU,107.0,83.0,36.0,33.0,38.0,127.0,10.0,1.0,391.0,17.0,2.0,1.0,9.0,3.0,0.0,434.0,22.71,439,390,43,93,21,0,8,42,37,0,106,5,0,5,13,5,1,12
0,2022-09-03,ARI,115.0,126.0,73.0,71.0,45.0,104.0,12.0,4.0,448.0,22.0,4.0,0.0,5.0,3.0,1.0,504.0,24.84,496,429,76,109,26,1,11,69,46,0,85,7,5,6,8,5,2,13
0,2022-09-03,ATL,117.33,87.0,37.0,30.0,30.0,132.0,13.0,5.0,432.0,13.0,1.0,0.0,6.0,0.0,0.0,471.0,21.85,494,446,72,118,25,1,18,70,42,1,123,4,0,2,8,7,3,13
0,2022-09-03,KCR,113.0,133.0,71.0,70.0,50.0,94.0,19.0,5.0,447.0,20.0,0.0,0.0,3.0,3.0,2.0,509.0,32.39,490,432,60,101,16,3,12,58,35,0,119,11,4,7,8,10,1,13
0,2022-09-03,TEX,114.33,126.0,70.0,64.0,49.0,107.0,11.0,4.0,455.0,26.0,3.0,1.0,1.0,4.0,0.0,514.0,24.599999999999998,499,456,67,121,16,2,19,67,38,0,108,3,0,2,10,14,0,13
0,2022-09-03,NYA,114.67,93.0,48.0,43.0,27.0,99.0,14.0,9.0,422.0,14.0,0.0,0.0,2.0,3.0,0.0,464.0,23.65,482,427,45,93,14,1,10,40,42,5,106,4,4,3,7,5,3,13
0,2022-09-03,SDN,107.0,104.0,54.0,46.0,32.0,111.0,13.0,11.0,419.0,13.0,0.0,0.0,11.0,1.0,3.0,465.0,22.02,468,409,54,102,17,0,15,54,47,0,100,7,2,2,7,3,2,12
0,2022-09-03,MIL,123.67,111.0,66.0,59.0,47.0,121.0,16.0,6.0,466.0,25.0,1.0,2.0,7.0,2.0,2.0,527.0,23.470000000000002,537,474,63,112,14,0,21,62,55,2,130,5,1,2,9,5,3,14
0,2022-09-03,SFN,106.67,106.0,62.0,50.0,36.0,94.0,12.0,3.0,411.0,23.0,0.0,2.0,4.0,1.0,0.0,456.0,28.520000000000003,466,404,50,86,17,2,8,49,47,0,113,9,2,4,7,4,2,12
0,2022-09-03,CHN,135.33,136.0,82.0,77.0,61.0,105.0,28.0,8.0,526.0,20.0,3.0,2.0,5.0,4.0,0.0,598.0,27.890000000000004,547,501,56,109,22,2,13,53,39,3,129,2,1,4,7,10,5,14
0,2022-09-03,BOS,124.0,146.0,90.0,84.0,57.0,120.0,16.0,6.0,501.0,34.0,3.0,0.0,7.0,1.0,3.0,570.0,33.34,567,519,76,164,35,2,14,74,39,4,138,4,0,4,14,6,1,14
0,2022-09-03,LAN,125.0,85.0,43.0,39.0,41.0,128.0,14.0,9.0,453.0,19.0,1.0,0.0,8.0,3.0,2.0,505.0,25.03,553,486,72,129,31,2,13,70,55,2,122,8,0,4,9,9,0,14
0,2022-09-03,PIT,113.0,119.0,77.0,66.0,51.0,109.0,14.0,6.0,452.0,18.0,1.0,4.0,8.0,1.0,0.0,513.0,24.87,460,420,34,90,13,3,11,33,29,2,117,4,5,2,6,6,3,13
0,2022-09-03,PHI,132.0,137.0,87.0,78.0,53.0,134.0,14.0,7.0,516.0,33.0,7.0,1.0,4.0,5.0,2.0,585.0,24.649999999999995,575,517,81,145,29,5,11,75,44,2,117,8,1,4,9,8,5,14
0,2022-09-03,CLE,107.0,66.0,32.0,28.0,31.0,119.0,13.0,3.0,378.0,12.0,0.0,1.0,4.0,1.0,0.0,417.0,18.03,426,393,28,82,12,1,8,27,26,2,83,2,0,5,8,4,2,12
0,2022-09-03,CHA,114.67,93.0,58.0,52.0,40.0,103.0,14.0,10.0,424.0,16.0,2.0,1.0,6.0,3.0,1.0,479.0,25.830000000000002,502,451,50,119,20,0,12,47,41,0,96,9,0,1,13,1,1,13
0,2022-09-03,TBA,118.0,98.0,36.0,31.0,28.0,135.0,11.0,3.0,441.0,17.0,2.0,0.0,2.0,2.0,0.0,480.0,26.450000000000003,506,451,74,125,29,1,13,69,45,2,98,6,0,4,13,9,1,13
0,2022-09-04,SEA,118.0,98.0,28.0,26.0,21.0,108.0,3.0,6.0,431.0,16.0,3.0,2.0,4.0,5.0,3.0,467.0,21.990000000000002,480,424,55,89,15,3,20,55,46,1,103,3,2,5,9,7,2,13
0,2022-09-04,MIA,117.0,128.0,64.0,57.0,42.0,115.0,18.0,4.0,462.0,26.0,1.0,2.0,9.0,1.0,1.0,512.0,21.76,469,428,29,75,17,1,9,29,36,0,124,4,0,1,5,9,2,13
0,2022-09-04,ARI,116.0,126.0,76.0,73.0,46.0,99.0,14.0,4.0,453.0,23.0,4.0,0.0,6.0,3.0,1.0,510.0,27.44,506,436,81,115,26,1,12,74,49,0,89,6,5,7,8,7,2,13
0,2022-09-04,PHI,131.0,137.0,85.0,75.0,53.0,130.0,13.0,7.0,513.0,33.0,7.0,1.0,2.0,5.0,2.0,582.0,24.009999999999998,576,517,83,148,30,5,12,77,47,2,121,6,1,4,11,9,6,14
0,2022-09-04,BOS,125.0,138.0,78.0,72.0,55.0,123.0,13.0,5.0,498.0,28.0,3.0,0.0,7.0,1.0,3.0,563.0,33.91,557,506,71,152,34,2,14,67,42,4,140,4,1,4,13,7,1,14
0,2022-09-04,TOR,120.0,123.0,53.0,50.0,31.0,143.0,15.0,6.0,468.0,18.0,4.0,4.0,8.0,3.0,0.0,507.0,25.589999999999996,513,451,51,102,25,3,10,51,56,2,94,6,0,0,7,6,4,13
0,2022-09-04,LAN,125.0,82.0,43.0,39.0,41.0,126.0,15.0,9.0,451.0,16.0,1.0,0.0,8.0,2.0,1.0,503.0,26.17,562,493,82,136,31,3,17,80,56,1,119,9,0,4,8,9,0,14
0,2022-09-04,CLE,107.0,66.0,34.0,29.0,37.0,108.0,14.0,3.0,379.0,11.0,0.0,1.0,4.0,2.0,0.0,424.0,17.849999999999998,425,395,23,82,11,0,7,22,23,1,79,2,0,5,9,3,3,12
0,2022-09-04,TBA,117.0,97.0,34.0,30.0,25.0,131.0,11.0,2.0,441.0,17.0,2.0,0.0,2.0,2.0,0.0,474.0,24.990000000000002,501,446,74,126,28,1,13,69,43,2,91,7,1,4,13,9,1,13
0,2022-09-04,OAK,127.67,122.0,66.0,60.0,52.0,107.0,14.0,7.0,488.0,28.0,4.0,3.0,13.0,4.0,3.0,552.0,23.66,519,461,47,105,19,2,7,46,37,1,125,9,7,4,14,2,1,14
0,2022-09-04,SDN,106.0,108.0,60.0,53.0,32.0,104.0,16.0,11.0,419.0,14.0,2.0,0.0,10.0,1.0,3.0,465.0,21.11,463,406,52,100,16,0,16,52,46,0,95,6,2,2,7,3,2,12
0,2022-09-04,PIT,113.0,118.0,77.0,67.0,55.0,112.0,12.0,7.0,451.0,20.0,1.0,4.0,9.0,2.0,0.0,517.0,24.12,454,418,30,84,12,4,11,30,28,1,121,3,4,1,7,3,3,13
0,2022-09-04,CIN,116.33,106.0,57.0,54.0,41.0,97.0,17.0,8.0,438.0,20.0,2.0,0.0,7.0,3.0,0.0,489.0,27.75,513,466,61,125,17,3,16,58,36,4,113,6,3,1,13,3,4,13
0,2022-09-04,CHA,115.67,85.0,53.0,47.0,38.0,102.0,13.0,9.0,419.0,15.0,1.0,0.0,5.0,3.0,1.0,471.0,24.11,508,454,61,125,20,0,15,58,45,0,84,8,0,1,13,1,1,13
0,2022-09-04,DET,107.0,109.0,61.0,59.0,37.0,94.0,22.0,3.0,416.0,12.0,4.0,0.0,6.0,0.0,0.0,459.0,19.969999999999995,453,404,54,105,23,4,8,51,33,0,100,8,1,7,5,3,1,12
0,2022-09-04,NYA,113.67,92.0,46.0,41.0,27.0,97.0,13.0,10.0,415.0,12.0,0.0,0.0,3.0,4.0,0.0,458.0,23.62,481,428,46,92,14,1,11,41,41,5,105,4,4,3,6,5,3,13
0,2022-09-04,COL,106.0,98.0,58.0,53.0,37.0,107.0,16.0,4.0,407.0,21.0,4.0,1.0,9.0,3.0,0.0,451.0,24.9,437,413,38,98,14,1,8,37,17,1,108,4,1,2,7,3,2,12
0,2022-09-04,LAA,125.33,100.0,53.0,41.0,55.0,108.0,11.0,3.0,466.0,28.0,3.0,4.0,8.0,1.0,0.0,531.0,23.259999999999998,530,486,48,109,13,3,19,46,35,1,140,4,1,3,8,3,1,14
0,2022-09-04,WSN,104.0,94.0,48.0,46.0,38.0,97.0,17.0,7.0,392.0,17.0,3.0,1.0,6.0,2.0,2.0,441.0,22.669999999999998,444,412,43,106,18,2,13,41,23,0,100,7,1,1,7,8,6,12
0,2022-09-04,ATL,117.33,85.0,36.0,29.0,32.0,129.0,12.0,5.0,429.0,11.0,1.0,0.0,7.0,0.0,0.0,471.0,21.31,490,443,68,113,25,1,18,66,43,2,124,3,0,1,10,7,3,13
0,2022-09-04,SLN,136.0,131.0,61.0,54.0,43.0,93.0,8.0,3.0,515.0,21.0,0.0,4.0,5.0,1.0,1.0,567.0,27.62,614,536,96,149,25,4,30,92,62,0,109,11,1,4,12,10,3,14
0,2022-09-04,MIL,125.67,111.0,64.0,57.0,50.0,118.0,15.0,5.0,471.0,27.0,0.0,2.0,9.0,2.0,3.0,534.0,25.080000000000002,544,481,64,115,17,0,21,62,54,2,130,6,1,2,8,6,3,14
0,2022-09-04,CHN,134.33,136.0,83.0,78.0,64.0,106.0,28.0,8.0,522.0,21.0,3.0,2.0,8.0,4.0,0.0,598.0,27.799999999999997,548,501,52,109,23,1,11,49,41,3,119,2,1,3,11,11,5,14
0,2022-09-04,HOU,111.67,75.0,32.0,28.0,39.0,127.0,9.0,1.0,395.0,16.0,2.0,2.0,8.0,3.0,0.0,439.0,24.009999999999998,449,399,42,93,21,0,7,41,37,1,103,5,0,5,14,7,1,12
0,2022-09-04,BAL,117.0,97.0,30.0,29.0,28.0,91.0,7.0,6.0,430.0,16.0,0.0,0.0,0.0,0.0,0.0,467.0,25.4,463,418,47,90,15,1,17,46,40,1,120,3,1,1,6,10,3,13
0,2022-09-04,NYN,123.33,117.0,49.0,47.0,41.0,122.0,9.0,6.0,470.0,21.0,2.0,2.0,8.0,5.0,6.0,525.0,24.540000000000003,510,449,54,108,22,3,13,50,44,2,91,10,2,4,8,6,3,13
0,2022-09-04,SFN,107.67,108.0,59.0,46.0,37.0,100.0,10.0,3.0,413.0,24.0,1.0,2.0,6.0,2.0,0.0,459.0,30.259999999999998,469,407,51,92,20,2,7,49,48,0,116,8,2,4,8,3,2,12
0,2022-09-04,MIN,123.67,129.0,63.0,61.0,34.0,114.0,13.0,10.0,475.0,27.0,0.0,0.0,5.0,2.0,1.0,525.0,26.26,512,450,54,97,22,3,9,51,51,1,116,5,1,5,10,2,3,14
0,2022-09-04,KCR,112.0,135.0,71.0,70.0,48.0,87.0,20.0,6.0,448.0,20.0,0.0,0.0,2.0,2.0,1.0,510.0,31.87,498,442,69,112,19,5,15,67,36,0,116,10,3,6,8,12,1,13
0,2022-09-04,TEX,114.33,128.0,73.0,64.0,51.0,110.0,9.0,4.0,458.0,29.0,3.0,1.0,2.0,4.0,0.0,520.0,27.09,503,463,69,127,16,2,21,69,35,0,110,3,0,2,10,12,0,13
0,2022-09-05,TBA,117.0,99.0,34.0,30.0,27.0,124.0,12.0,3.0,445.0,17.0,2.0,0.0,2.0,2.0,0.0,481.0,26.450000000000003,503,448,70,122,27,1,13,66,43,2,101,7,1,3,13,9,1,13
0,2022-09-05,HOU,110.67,74.0,28.0,26.0,36.0,128.0,9.0,1.0,390.0,15.0,2.0,1.0,8.0,3.0,0.0,431.0,21.37,446,395,47,97,22,0,8,46,37,1,93,6,0,5,16,7,1,12
0,2022-09-05,MIN,122.67,125.0,60.0,59.0,34.0,113.0,13.0,9.0,467.0,28.0,0.0,0.0,5.0,2.0,1.0,516.0,25.91,511,452,56,103,23,4,10,53,48,1,120,5,1,5,9,2,3,14
0,2022-09-05,SLN,136.0,125.0,54.0,47.0,40.0,88.0,7.0,2.0,510.0,20.0,0.0,4.0,4.0,1.0,1.0,555.0,25.360000000000003,595,523,82,138,25,3,27,79,57,0,108,11,1,3,12,9,2,14
0,2022-09-05,TEX,112.33,134.0,75.0,68.0,50.0,110.0,10.0,5.0,454.0,30.0,3.0,1.0,3.0,4.0,0.0,516.0,25.66,494,452,67,120,15,2,21,67,38,0,109,2,0,2,9,13,1,13
0,2022-09-05,NYA,113.67,91.0,42.0,37.0,27.0,100.0,12.0,9.0,417.0,12.0,0.0,0.0,2.0,3.0,0.0,460.0,22.689999999999998,483,426,46,89,14,1,11,41,43,5,99,5,4,4,6,4,3,13
0,2022-09-05,TOR,120.0,119.0,54.0,51.0,33.0,145.0,15.0,7.0,463.0,19.0,4.0,4.0,8.0,3.0,0.0,505.0,26.479999999999997,518,453,50,104,22,3,10,50,59,2,93,6,0,0,10,6,3,13
0,2022-09-05,ARI,116.0,111.0,61.0,59.0,42.0,101.0,11.0,5.0,440.0,20.0,3.0,0.0,5.0,2.0,1.0,493.0,25.919999999999998,501,434,79,115,24,1,13,73,49,0,88,5,3,7,8,6,3,13
0,2022-09-05,CLE,109.0,70.0,38.0,32.0,40.0,113.0,16.0,3.0,388.0,10.0,0.0,1.0,4.0,2.0,0.0,436.0,21.810000000000002,438,402,26,86,11,0,7,25,27,3,84,4,0,5,11,5,3,12
0,2022-09-05,KCR,113.0,132.0,68.0,67.0,49.0,95.0,21.0,7.0,448.0,17.0,0.0,1.0,2.0,3.0,1.0,511.0,31.89,508,446,70,117,21,5,15,68,41,1,112,12,3,5,8,13,2,13
0,2022-09-05,SDN,104.0,110.0,68.0,61.0,38.0,106.0,17.0,10.0,418.0,18.0,2.0,0.0,10.0,1.0,3.0,470.0,21.84,468,411,54,103,18,0,14,53,46,0,101,6,2,2,8,1,2,12
0,2022-09-05,SFN,107.33,105.0,58.0,46.0,38.0,111.0,11.0,3.0,412.0,24.0,1.0,1.0,5.0,2.0,0.0,458.0,30.169999999999998,470,405,53,95,20,1,6,51,51,0,119,8,2,4,8,2,2,12
